isbn,title,author,year
0385737947,The Maze Runner,James Dashner,2009
0316182540,White Oleander,Janet Fitch,1999
0007325940,Dark Days,Derek Landy,2010
0307272583,Star Island,Carl Hiaasen,2010
0061668036,Wings ,Aprilynne Pike,2009
1579126243,The ABC Murders,Agatha Christie,1936
1595542884,Green,Ted Dekker,2009
0060733497,The Lions of Al-Rassan,Guy Gavriel Kay,1995
0316201642,S.,"J.J. Abrams, Doug Dorst",2013
0307700003,The Buddha in the Attic,Julie Otsuka,2011
0553813153,The Bonehunters,Steven Erikson,2006
044018293X,Suffer the Children,John Saul,1977
0061728934,Summer and the City,Candace Bushnell,2011
0061767603,Sugar and Spice,Lauren Conrad,2010
0786891076,Shopgirl: A Novella,Steve Martin,2000
146109111X,Thoughtless,S.C. Stephens,2009
0451463803,Grave Witch,Kalayna Price,2010
0316246654,Ancillary Sword,Ann Leckie,2014
0316055433,The Goldfinch,Donna Tartt,2013
0743484193,Certain Prey,John Sandford,1999
0778319059,Don't You Cry,Mary Kubica,2016
0345322215,Wielding a Red Sword,Piers Anthony,1986
080411109X,The Hundred Secret Senses,Amy Tan,1995
0152050841,Once Upon a Marigold,Jean Ferris,2002
0345439104,Drowning Ruth,Christina Schwarz,2000
0441019455,Bayou Moon,Ilona Andrews,2010
0451203267,The Stranger Beside Me,Ann Rule,1980
0441008534,Dead Until Dark,Charlaine Harris,2001
0142002046,Goldfinger,Ian Fleming,1959
0375509321,Thirteen Moons,Charles Frazier,2006
0142422959,Just One Day,Gayle Forman,2013
0312349998,Cocktails for Three,Madeleine Wickham,2000
0307594165,Home,Toni Morrison,2011
1401303277,For One More Day,Mitch Albom,2006
0440174643,Roots,Alex Haley,1976
1416509372,On Basilisk Station ,David Weber,1992
0061020680,Mort,Terry Pratchett,1987
0385349580,An Officer and a Spy,Robert   Harris,2013
0452276721,The Ghost Road,Pat Barker,1995
014132063X,Once,Morris Gleitzman,2005
1573229725,Fingersmith,Sarah Waters,2002
1905294964,Inkheart,Cornelia Funke,1990
0440210690,Indemnity Only,Sara Paretsky,1982
0812550293,The Path of Daggers,Robert Jordan,1998
0062209841,The Death of Bees,Lisa O'Donnell,2012
080509461X,Ruin and Rising,Leigh Bardugo,2014
0142002038,Dr. No,Ian Fleming,1958
1465341889,Consequences,Aleatha Romig,2011
0312364121,Winter Garden,Kristin Hannah,2009
0345476980,Vanish,Tess Gerritsen,2006
0553588117,Prince of the Blood,Raymond E. Feist,1989
0670175919,Blueberries for Sal,Robert McCloskey,1948
0385340567,Nothing to Lose,Lee Child,2008
0670026603,Me Before You,Jojo Moyes,2012
030711838X,Just for You,Mercer Mayer,1975
0671685635,Ghost Story,Peter Straub,1979
0679774025,All Over But the Shoutin',Rick Bragg,1997
0064409597,Love That Dog,Sharon Creech,2001
0062235796,The Jewel,Amy Ewing,2014
0751537284,The Historian,Elizabeth Kostova,2005
0385736843,The Dead-Tossed Waves ,Carrie Ryan,2010
0345472454,The Amateur Marriage,Anne Tyler,2004
067172942X,Garden of Shadows,V.C. Andrews,1987
0385664443,Ape House,Sara Gruen,2010
0307356361,The Abstinence Teacher,Tom Perrotta,2007
0385534817,The Light in the Ruins,Chris Bohjalian,2013
0373775814,The Darkest Surrender,Gena Showalter,2011
045057458X,Needful Things,Stephen King,1991
0752837214,The Last Picture Show,Larry McMurtry,1966
0802130917,Glengarry Glen Ross,David Mamet,1983
0062073168,The English Girl,Daniel Silva,2013
0446696587,The Lake House,James Patterson,2003
067102731X,Every Dead Thing,John Connolly,1999
1400066336,The Descendants,Kaui Hart Hemmings,2007
0394826205,Swimmy ,Leo Lionni,1963
0425205819,Rules Of Prey,John Sandford,1989
0553804677,The Lies of Locke Lamora,Scott Lynch,2006
1439136807,Dreams of a Dark Warrior,Kresley Cole,2011
0316013560,The Lion & the Mouse,Jerry Pinkney,2009
0140274219,Wide Sargasso Sea,Jean Rhys,1966
0307279901,The Children of Men,P.D. James,1992
0399167846,The Rose Society,Marie Lu,2015
0340796154,Five Go Adventuring Again,Enid Blyton,1943
0007157150,Out of the Silent Planet,C.S. Lewis,1938
0333725034,The Naked God ,Peter F. Hamilton,1999
0440221315,The Gift,Danielle Steel,1986
1596911050,JPod,Douglas Coupland,2006
0316015849,Twilight,Stephenie Meyer,2005
1250000246,Lenobia's Vow,"P.C. Cast, Kristin Cast",2012
034551548X,Ice Cold,Tess Gerritsen,2010
1596060204,Agent to the stars,John Scalzi,2004
1609074602,Blackmoore,Julianne Donaldson,2013
0312539517,Paths of Glory,Jeffrey Archer,2009
038073186X,Shutter Island,Dennis Lehane,2003
0553381660,The Valley of Horses,Jean M. Auel,1982
0743499697,The Third Option,Vince Flynn,2000
0805078983,Messenger of Truth,Jacqueline Winspear,2006
0553578685,The Third Victim,Lisa Gardner,2001
0061668095,Illusions,Aprilynne Pike,2011
0752224417,The Lost World,Michael Crichton,1995
1423157516,Never Fade,Alexandra Bracken,2013
0749909226,Bad Moon Rising,Sherrilyn Kenyon,2009
9381626715,Stay Hungry Stay Foolish,Rashmi Bansal,2008
0452287146,The Other Woman,Jane Green,2004
0316160202,Eclipse,Stephenie Meyer,2007
1847679447,The Last Werewolf,Glen Duncan,2011
0061345660,The Luxe,Anna Godbersen,2007
0143035061,Out to Canaan (Mitford),Jan Karon,1997
0060531231,When He was Wicked,Julia Quinn,2004
0345548485,Shattered,Kevin Hearne,2014
0060093366,Vampire Kisses,Ellen Schreiber,2003
0441014011,Pushing Ice,Alastair Reynolds,2005
044653109X,The Collectors,David Baldacci,2006
052595192X,Secrets to the Grave,Tami Hoag,2010
0060725117,Shadowland,Meg Cabot,2000
0007178379,Remarkable Creatures,Tracy Chevalier,2009
031619008X,Etiquette & Espionage,Gail Carriger,2013
0380014300,Nine Princes in Amber,Roger Zelazny,1970
0593046315,Reaper's Gale,Steven Erikson,2007
081299325X,The Road to Character,David  Brooks,2015
0425197549,Guilty Pleasures,Laurell K. Hamilton,1993
0385474547,Things Fall Apart,Chinua Achebe,1958
0312976275,Hot Six,Janet Evanovich,2000
0142401773,Someone Like You,Sarah Dessen,1998
0446612731,The Black Echo,Michael Connelly,1992
1416521836,Such a Pretty Girl,Laura Wiess,2007
0749934417,Purity in Death,J.D. Robb,2002
0007208006,The Tea Rose,Jennifer Donnelly,2002
006053284X,Heretic,Bernard Cornwell,2003
1841493007,Living Dead in Dallas,Charlaine Harris,2002
0316123358,The Heroes,Joe Abercrombie,2011
0316777730,Naked,David Sedaris,1997
1419710206,El Deafo,"Cece Bell, David Lasky",2014
0345327861,Crystal Singer,Anne McCaffrey,1982
1416585834,Dog on It,Spencer Quinn,2008
0525422242,Twelfth Grade Kills,Heather Brewer,2010
1250076420,The Forgetting Time,Sharon Guskin,2016
0156904365,Till We Have Faces,C.S. Lewis,1956
0142501093,The Legend of Luke,Brian Jacques,1999
0224097008,H is for Hawk,Helen Macdonald,2015
1597800449,The Algebraist,Iain M. Banks,2004
0060724560,Princess on the Brink,Meg Cabot,2006
0670060291,When It Happens,Susane Colasanti,2006
0060955228,Under the Volcano,Malcolm Lowry,1947
1455521310,King & Maxwell,David Baldacci,2013
000100039X,The Prophet,Kahlil Gibran,1923
0312593317,Boomerang,Tatiana de Rosnay,2009
174166134X,The Siege of Macindaw,John Flanagan,2006
0452282829,We Were the Mulvaneys,Joyce Carol Oates,1996
0545052424,Finally,Wendy Mass,2010
0843958448,Dark Gold (Dark #3),Christine Feehan,2000
0142501557,This Lullaby,Sarah Dessen,2002
0802720854,Rules of Attraction,Simone Elkeles,2010
0752858491,The Bourne Ultimatum,Robert Ludlum,1990
0060560118,The Nanny,Melissa Nathan,2003
1423118235,The Demon King,Cinda Williams Chima,2009
0345422406,Merrick,Anne Rice,2000
0425263150,Midnight Crossroad,Charlaine Harris,2014
0545060397,The Maze of Bones ,Rick Riordan,2008
0399175164,The Obsession,Nora Roberts,2016
0061187844,The Post-Birthday World ,Lionel Shriver,2007
055327094X,QB VII,Leon Uris,1970
1442426640,Silence ,Becca Fitzpatrick,2011
0316113786,Say You're One of Them,Uwem Akpan,2008
0449912558,The Sparrow,Mary Doria Russell,1996
1606840576,The Dark Divine,Bree Despain,2009
1523662441,RoomHate,Penelope Ward,2016
0345542886,Takedown Twenty,Janet Evanovich,2013
0446618675,The Alibi,Sandra Brown,1999
0061119725,From Head to Toe,Eric Carle,1997
0062004042,Until I Die,Amy Plum,2012
0061161705,Unseen Academicals,Terry Pratchett,2009
0375700455,The First World War,John Keegan,1998
0060564679,Savannah Breeze,Mary Kay Andrews,2006
0439598389,A Bad Case of Stripes,David Shannon,1998
0553584707,Catering to Nobody,Diane Mott Davidson,1990
080413717X,City of Stairs,Robert Jackson Bennett,2014
0007120818,The Big Four,Agatha Christie,1927
0143036378,Disgrace,J.M. Coetzee,1999
1416974504,"Night World, No. 1",L.J. Smith,2008
0385741391,The Eye of Minds,James Dashner,2013
0316069515,The Gods of Guilt,Michael Connelly,2013
044101268X,Furies of Calderon ,Jim Butcher,2004
0515122734,Sanctuary,Nora Roberts,1997
0439227143,The Call of the Wild,Jack London,1903
0345450744,Between Sisters,Kristin Hannah,2003
1627795944,The North Water,Ian McGuire,2016
0743211375,From a Buick 8,Stephen King,2002
0552152978,Small Gods,Terry Pratchett,1992
1922182109,The Rosie Effect,Graeme Simsion,2014
0679747656,The Way to Cook,Julia Child,1989
031215125X,The Far Pavilions,M.M. Kaye,1978
0778324109,Silent in the Grave,Deanna Raybourn,2006
1406501069,An Old-Fashioned Girl,Louisa May Alcott,1869
0345808002,All My Puny Sorrows,Miriam Toews,2014
0060080841,The Stepford Wives,Ira Levin,1972
0312983603,The Mermaids Singing ,Val McDermid,1995
1573227889,Tipping the Velvet,Sarah Waters,1998
0684859734,Grave Secrets,Kathy Reichs,2002
0385333781,Player Piano,Kurt Vonnegut Jr.,1952
0312651198,Chasing The Night,Iris Johansen,2010
0375865861,Please Ignore Vera Dietz,A.S. King,2010
184391400X,Le Mur,Jean-Paul Sartre,1939
0756404738,The Wise Man's Fear,Patrick Rothfuss,2011
0312156960,The Winter King,Bernard Cornwell,1995
0062026089,Variant,Robison Wells,2011
0060652942,The Abolition of Man,C.S. Lewis,1943
0679723692,Cathedral,Raymond Carver,1983
0375724508,Ghostwritten,David Mitchell,1999
0312383282,Finger Lickin' Fifteen,Janet Evanovich,2009
0385491026,Cat's Eye,Margaret Atwood,1988
141697170X,Out of My Mind,Sharon M. Draper,2010
0671004549,You Belong to Me,Mary Higgins Clark,1998
0553804790,The Husband,Dean Koontz,2006
0679722637,The Thin Man,Dashiell Hammett,1934
1559363304,August: Osage County,Tracy Letts,2008
0425224201,Just the Sexiest Man Alive,Julie James,2008
0375832998,Boy Meets Boy,David Levithan,2003
0486410226,The Railway Children,E. Nesbit,1906
0312890176,Shadow & Claw,Gene Wolfe,1994
0553281747,Mona Lisa Overdrive,William Gibson,1988
0385669852,Turn of Mind,Alice LaPlante,2011
1572245379,The Untethered Soul,Michael A. Singer,2007
0425144372,Clear and Present Danger,Tom Clancy,1989
0385720920,Choke,Chuck Palahniuk,2001
0739467042,Q & A: Slumdog Millionaire,Vikas Swarup,2005
0452269652,Jazz,Toni Morrison,1992
0312554168,Heart of the Matter,Emily Giffin,2010
0345379624,Running with the Demon,Terry Brooks,1997
0425259854,Dark Witch,Nora Roberts,2013
0521293731,The Winter's Tale,William Shakespeare,1600
0743294254,Certain Girls,Jennifer Weiner,2000
0618194576,Flotsam,David Wiesner,2006
0689861133,"Moo, Baa, La La La!",Sandra Boynton,1982
0679457143,The Cobra Event,Richard   Preston,1997
074341196X,Inversions,Iain M. Banks,1998
0061996165,Unearthly,Cynthia Hand,2011
0007158513,I Can Read with My Eyes Shut!,Dr. Seuss,1978
0091879205,Lucky Man,Michael J. Fox,2002
0373773927,The Darkest Whisper,Gena Showalter,2009
0062429973,The Shepherd's Crown,Terry Pratchett,2015
0312421435,No Logo,Naomi Klein,1999
1416563067,Smoke Screen,Sandra Brown,2008
055299877X,More Tales of the City,Armistead Maupin,1980
0451219422,The Omen,David Seltzer,1976
0446604089,The Best Laid Plans,Sidney Sheldon,1997
0312650248,Awakened,"P.C. Cast, Kristin Cast",2011
0399155813,Black Hills,Nora Roberts,2009
0380508567,The Foundation Trilogy,Isaac Asimov,1953
0230711251,Heartstone,C.J. Sansom,2010
0385344422,Feverborn,Karen Marie Moning,2016
031253275X,Evermore,Alyson Noel,2009
006091307X,The Crying of Lot 49,Thomas Pynchon,1966
0345373529,The Ruby Knight,David Eddings,1990
1414310609,The Healer,Dee Henderson,2002
0399151575,Naked in Death,J.D. Robb,1995
0752848267,The Next Accident,Lisa Gardner,2001
0316002569,Every Soul A Star,Wendy Mass,2008
0553805495,The Sugar Queen,Sarah Addison Allen,2008
0062325345,Flesh and Blood,Patricia Cornwell,2014
0060755806,Faith,Jennifer Haigh,2011
1400069599,TransAtlantic,Colum McCann,2013
0446573051,The Forgotten,David Baldacci,2012
0060652896,A Grief Observed,C.S. Lewis,1942
0142404241,Hope Was Here,Joan Bauer,2000
0060572965,Dead Witch Walking,Kim Harrison,2004
0743225422,The Shipping News,Annie Proulx,1993
0865471185,West with the Night,Beryl Markham,1942
1594480869,Brilliance of the Moon ,Lian Hearn,2003
1476717095,Hidden Order,Brad Thor,2013
0671726528,Kon-Tiki Ekspedisjonen,Thor Heyerdahl,1948
067102082X,The Gun Seller,Hugh Laurie,1996
0440217490,A Dangerous Fortune,Ken Follett,1993
1416940901,"Glass (Crank, #2)",Ellen Hopkins,2007
0062081012,Twisted,Sara Shepard,2011
0778313468,The Good Father,Diane Chamberlain,2012
0778316335,Little Mercies,Heather Gudenkauf,2014
0192839993,Dubliners,"James Joyce, Jeri Johnson",1914
0505523892,Dark Magic,Christine Feehan,2000
1842323008,A Town Like Alice,Nevil Shute,1950
0545284139,The False Prince,Jennifer A. Nielsen,2012
0743466772,Chill Factor,Sandra Brown,2005
8433972618,Porno,Irvine Welsh,2005
0399155163,Scarpetta,Patricia Cornwell,2008
0345348656,Lord Foul's Bane,Stephen R. Donaldson,1977
0425197387,Iceberg,Clive Cussler,1974
0345382846,Here be Dragons,Sharon Kay Penman,1985
0007302142,The Faceless Ones,Derek Landy,2008
0446699543,The Narrows,Michael Connelly,2004
0316166316,Nine Dragons,Michael Connelly,2009
0385334141,Mother Night,Kurt Vonnegut Jr.,1961
1402245793,Rock Hard,Olivia Cunning,2011
0141004924,The Teeth of the Tiger,Tom Clancy,2003
0374316414,Crewel,Gennifer Albin,2012
0385425139,The Famished Road,Ben Okri,1991
0425204200,Trace,Patricia Cornwell,2004
0099470470,The Collector,John Fowles,1963
0316033650,Shadow's Edge,Brent Weeks,2008
0399157077,The Sentry,Robert Crais,2011
0312591837,Family Pictures,Jane Green,2013
0091933684,Plenty,Yotam Ottolenghi,2010
0007491433,The Shock of the Fall,Nathan Filer,2013
0671019759,Dream Man,Linda Howard,1994
0684803860,The Daughter of Time,Josephine Tey,1951
0060502932,Going Postal,Terry Pratchett,2004
0763655996,This is Not My Hat,Jon Klassen,2012
0373773552,Too Good To Be True,Kristan Higgins,2009
067001088X,Lock and Key,Sarah Dessen,2008
0812513738,The Shadow Rising ,Robert Jordan,1992
0525953485,Six Years,Harlan Coben,2013
0156031191,Winter's Tale,Mark Helprin,1983
0375504877,Colonel Roosevelt,Edmund Morris,2010
037321006X,Inside Out,Maria V. Snyder,2010
0679783261,Pride and Prejudice,Jane Austen,1813
0385536976,Crazy Rich Asians,Kevin Kwan,2013
055358202X,A Feast for Crows,George R.R. Martin,2005
0062289241,Burn For Me,Ilona Andrews,2014
0505525526,Single White Vampire,Lynsay Sands,2003
0552135399,A Prayer for Owen Meany,John Irving,1989
0006280935,The Problem of Pain,C.S. Lewis,1940
0140042598,On the Road,Jack Kerouac,1955
0446697435,The Widow of the South,Robert Hicks,2005
0786856920,Schooled,Gordon Korman,2000
0062200461,Sense & Sensibility,Joanna Trollope,2013
2081354802,Soumission ,Michel Houellebecq,2015
0310321913,One Thousand Gifts,Ann Voskamp,2011
0394800206,"Go, Dog. Go!",P.D. Eastman,1961
0226320618,The Road to Serfdom,Friedrich A. Hayek,1944
014023313X,The Stone Diaries,Carol Shields,1993
0060527986,Manual do guerreiro da luz,Paulo Coelho,1997
0743493915,Body of Evidence ,Patricia Cornwell,1991
0804141266,Vinegar Girl,Anne Tyler,2016
1937007472,King of Thorns,Mark  Lawrence,2012
034551128X,Star Wars: Darth Plagueis,James Luceno,2012
0142437808,Ethan Frome,Edith Wharton,1911
0345543009,Turbo Twenty-Three,Janet Evanovich,2016
1481426303,City of Heavenly Fire,Cassandra Clare,2014
099050560X,Hardline,Meredith Wild,2014
0062072188,Portrait of a Spy,Daniel Silva,2011
0679745653,Breakfast at Tiffany's,Truman Capote,1958
1423128206,Only the Good Spy Young,Ally Carter,2010
0312949804,Mine Till Midnight,Lisa Kleypas,2007
0582461502,Tortilla Flat,John Steinbeck,1935
1857236556,First King of Shannara,Terry Brooks,1996
1423140575,The Serpent's Shadow,Rick Riordan,2012
142311339X,The Lost Hero,Rick Riordan,2010
0312940661,When the Lion Feeds,Wilbur Smith,1964
1611099692,Brilliance,Marcus Sakey,2013
0449911934,Rabbit Redux,John Updike,1971
0345300785,Enchanters' End Game,David Eddings,1984
0060004878,Live by Night,Dennis Lehane,2012
014241493X,Paper Towns,John Green,2008
1416580956,Pleasure of a Dark Prince ,Kresley Cole,2010
0968709184,To Build a Fire,Jack London,1903
1409151174,Red Queen,Victoria Aveyard,2015
0062286927,Snow Like Ashes,Sara Raasch,2014
0345412214,The Last Don,Mario Puzo,1996
039916216X,A Hundred Summers,Beatriz Williams,2013
0451188454,The Bone Collector,Jeffery Deaver,1997
0316043966,The Broken Kingdoms,N.K. Jemisin,2010
0316037532,The Heretic's Daughter,Kathleen Kent,2008
0847829863,Storia della bruttezza,Umberto Eco,2007
0007236344,Damaged,Cathy Glass,2007
0425098648,Night Chills,Dean Koontz,1976
0316376116,Winter Street,Elin Hilderbrand,2014
0345476026,Await Your Reply,Dan Chaon,2009
0312147015,The Persian Pickle Club,Sandra Dallas,1995
0451465105,The Thousand Names,Django Wexler,2013
0373210043,My Soul to Save,Rachel Vincent,2009
0671870114,Saving Grace,Julie Garwood,1993
0743457269,A Knight in Shining Armor,Jude Deveraux,1989
0688163181,The Given Day,Dennis Lehane,2008
140130866X,If You Could See Me Now,Cecelia Ahern,2005
0451456726,Heir to the Shadows,Anne Bishop,1999
0312599072,inf,Sherrilyn Kenyon,2010
0738710180,Leaving Paradise,Simone Elkeles,2007
0778313077,Touch of Power,Maria V. Snyder,2011
0804178747,Personal,Lee Child,2014
0312187149,Enemy of God,Bernard Cornwell,1996
1573228737,Affinity,Sarah Waters,1999
0316176532,A God in Ruins,Kate Atkinson,2015
0143036696,The Mermaid Chair,Sue Monk Kidd,2004
0749942010,Sister,Rosamund Lupton,2010
0451228219,Covet,J.R. Ward,2009
0743225740,The Last Days of Dogtown,Anita Diamant,2005
1401340873,Arcadia,Lauren Groff,2012
0375727272,Lunar Park,Bret Easton Ellis,2005
0670038318,Sovereign ,C.J. Sansom,2006
0312353766,The Red Tent,Anita Diamant,1997
0399250565,Crocodile Tears,Anthony Horowitz,2009
0545040604,Runaway ,Meg Cabot,2010
0441104029,Children of Dune,Frank Herbert,1976
0571313248,The Girl in the Red Coat,Kate Hamer,2015
0440241901,Can You Keep a Secret?,Sophie Kinsella,2003
145553322X,Ride Steady,Kristen Ashley,2015
0060724692,Twilight,Meg Cabot,2005
0439488400,Stargirl,Jerry Spinelli,2000
1405092726,Revelation,C.J. Sansom,2008
0425200280,The Next Big Thing,Johanna Edwards,2005
0385721706,The Wisdom of Crowds,James Surowiecki,2004
0525423648,Matched,Ally Condie,2010
0307119408,Just Go to Bed,Mercer Mayer,1983
0679731148,A Year in Provence,Peter Mayle,1989
0439672465,Icefire,Chris d'Lacey,2003
1481200577,Significance,Shelly Crane,2011
0375836942,Looking for Alibrandi,Melina Marchetta,1992
0983212546,Playing for Keeps,R.L. Mathewson,2011
0679735909,Possession,A.S. Byatt,1990
1569472025,Moab Is My Washpot,Stephen Fry,1997
034545894X,Body Double,Tess Gerritsen,2004
0099447126,Independence Day,Richard Ford,1995
0345505670,Deception,Jonathan Kellerman,2009
0316176486,Life After Life,Kate Atkinson,2013
0545298407,A King's Ransom,Jude Watson,2011
0743292511,The Devil's Punchbowl,Greg Iles,2009
0399156046,The Law of Nines,Terry Goodkind,2009
